rank,batch,fr_infinitive,es_infinitive,link_order,legacy_ids,source_es_text,en_infinitive,ru_infinitive
501,11,détourner,desviar,1,503,desviar,divert,отвлекать
502,11,rapporter,reportar,1,504,"reportar, devolver",report,докладывать
502,11,rapporter,devolver,2,504,"reportar, devolver",report,докладывать
503,11,consoler,consolar,1,505,consolar,console,утешать
504,11,éveiller,despertar,1,506,despertar,awaken,пробуждать
505,11,regagner,recuperar,1,507,"recuperar, volver a ganar",regain,возвращать себе
505,11,regagner,volver a ganar,2,507,"recuperar, volver a ganar",regain,возвращать себе
506,11,calmer,calmar,1,508,calmar,calm,успокаивать
507,11,survivre,sobrevivir,1,509,sobrevivir,survive,выживать
508,11,renforcer,reforzar,1,510,"reforzar, fortalecer",strengthen,укреплять
508,11,renforcer,fortalecer,2,510,"reforzar, fortalecer",strengthen,укреплять
509,11,réclamer,reclamar,1,511,reclamar,claim,требовать
510,11,plonger,sumergir,1,512,"sumergir, bucear",dive,нырять
510,11,plonger,bucear,2,512,"sumergir, bucear",dive,нырять
511,11,ressortir,salir de nuevo,1,513,"salir de nuevo, destacar",stand out,выделяться
511,11,ressortir,destacar,2,513,"salir de nuevo, destacar",stand out,выделяться
512,11,attraper,atrapar,1,514,"atrapar, coger",catch,ловить
512,11,attraper,coger,2,514,"atrapar, coger",catch,ловить
513,11,négliger,descuidar,1,515,"descuidar, negligir",neglect,пренебрегать
513,11,négliger,negligir,2,515,"descuidar, negligir",neglect,пренебрегать
514,11,figurer,figurar,1,516,"figurar, aparecer",appear,фигурировать
514,11,figurer,aparecer,2,516,"figurar, aparecer",appear,фигурировать
515,11,corriger,corregir,1,517,corregir,correct,исправлять
516,11,chier,cagar,1,518,cagar,poop,какать
517,11,hurler,gritar,1,519,"gritar, aullar",howl,кричать
517,11,hurler,aullar,2,519,"gritar, aullar",howl,кричать
518,11,craquer,crujir,1,520,crujir,crack,трескаться
519,11,préserver,preservar,1,521,preservar,preserve,сохранять
520,11,récupérer,recuperar,1,522,recuperar,recover,восстанавливаться
521,11,accrocher,colgar,1,523,"colgar, enganchar",hook,цеплять
521,11,accrocher,enganchar,2,523,"colgar, enganchar",hook,цеплять
522,11,grandir,crecer,1,524,crecer,grow,расти
523,11,reprocher,reprochar,1,525,reprochar,reproach,упрекать
524,11,habiller,vestir,1,526,vestir,dress,одевать
525,11,tarder,tardar,1,527,tardar,delay,задерживаться
526,11,déposer,depositar,1,528,"depositar, dejar",deposit,помещать
526,11,déposer,dejar,2,528,"depositar, dejar",deposit,помещать
527,11,assumer,asumir,1,529,asumir,assume,брать на себя
528,11,évaluer,evaluar,1,530,evaluar,evaluate,оценивать
529,11,susciter,suscitar,1,531,suscitar,arouse,вызывать
530,11,noyer,ahogar,1,532,ahogar,drown,топить
531,11,regretter,lamentar,1,533,lamentar,regret,сожалеть
532,11,exploiter,explotar,1,534,explotar,exploit,эксплуатировать
533,11,remuer,mover,1,535,"mover, revolver",stir,перемешивать
533,11,remuer,revolver,2,535,"mover, revolver",stir,перемешивать
534,11,remercier,agradecer,1,536,agradecer,thank,благодарить
535,11,inviter,invitar,1,537,invitar,invite,приглашать
536,11,se craquer,romperse,1,538,romperse,crack up,срываться
537,11,rejeter,rechazar,1,539,rechazar,reject,отвергать
538,11,déduire,deducir,1,540,deducir,deduce,выводить
539,11,charger,cargar,1,541,cargar,load,загружать
540,11,échanger,intercambiar,1,542,intercambiar,exchange,обменивать
541,11,appartenir,pertenecer,1,543,pertenecer,belong,принадлежать
542,11,persuader,persuadir,1,544,persuadir,persuade,убеждать
543,11,planter,plantar,1,545,plantar,plant,сажать
544,11,s'habiller,vestirse,1,546,vestirse,get dressed,одеваться
545,11,distraire,distraer,1,547,distraer,distract,отвлекать
546,11,percer,perforar,1,548,perforar,pierce,прокалывать
547,11,tracer,trazar,1,549,trazar,trace,намечать
548,11,guider,guiar,1,550,guiar,guide,направлять
549,11,bâtir,construir,1,551,"construir, edificar",construct,строить
549,11,bâtir,edificar,2,551,"construir, edificar",construct,строить
550,11,combler,colmar,1,552,"colmar, llenar",fill,заполнять
550,11,combler,llenar,2,552,"colmar, llenar",fill,заполнять
