language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,tromper,Indicatif,Présent,je,trompe,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Présent,tu,trompes,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Présent,"il (elle, on)",trompe,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Présent,nous,trompons,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Présent,vous,trompez,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Présent,ils (elles),trompent,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Futur,je,tromperai,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Futur,tu,tromperas,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Futur,"il (elle, on)",trompera,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Futur,nous,tromperons,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Futur,vous,tromperez,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Futur,ils (elles),tromperont,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Passé composé,je,ai trompé,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Passé composé,tu,as trompé,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Passé composé,"il (elle, on)",a trompé,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Passé composé,nous,avons trompé,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Passé composé,vous,avez trompé,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Passé composé,ils (elles),ont trompé,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Imparfait,je,trompais,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Imparfait,tu,trompais,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Imparfait,"il (elle, on)",trompait,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Imparfait,nous,trompions,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Imparfait,vous,trompiez,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,tromper,Indicatif,Imparfait,ils (elles),trompaient,7,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
