language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,résigner,Indicatif,Présent,je,résigne,16,reviewed,
FR,résigner,Indicatif,Présent,tu,résignes,16,reviewed,
FR,résigner,Indicatif,Présent,"il (elle, on)",résigne,16,reviewed,
FR,résigner,Indicatif,Présent,nous,résignons,16,reviewed,
FR,résigner,Indicatif,Présent,vous,résignez,16,reviewed,
FR,résigner,Indicatif,Présent,ils (elles),résignent,16,reviewed,
FR,résigner,Indicatif,Futur,je,résignerai,16,reviewed,
FR,résigner,Indicatif,Futur,tu,résigneras,16,reviewed,
FR,résigner,Indicatif,Futur,"il (elle, on)",résignera,16,reviewed,
FR,résigner,Indicatif,Futur,nous,résignerons,16,reviewed,
FR,résigner,Indicatif,Futur,vous,résignerez,16,reviewed,
FR,résigner,Indicatif,Futur,ils (elles),résigneront,16,reviewed,
FR,résigner,Indicatif,Passé composé,je,ai résigné,16,reviewed,
FR,résigner,Indicatif,Passé composé,tu,as résigné,16,reviewed,
FR,résigner,Indicatif,Passé composé,"il (elle, on)",a résigné,16,reviewed,
FR,résigner,Indicatif,Passé composé,nous,avons résigné,16,reviewed,
FR,résigner,Indicatif,Passé composé,vous,avez résigné,16,reviewed,
FR,résigner,Indicatif,Passé composé,ils (elles),ont résigné,16,reviewed,
FR,résigner,Indicatif,Imparfait,je,résignais,16,reviewed,
FR,résigner,Indicatif,Imparfait,tu,résignais,16,reviewed,
FR,résigner,Indicatif,Imparfait,"il (elle, on)",résignait,16,reviewed,
FR,résigner,Indicatif,Imparfait,nous,résignions,16,reviewed,
FR,résigner,Indicatif,Imparfait,vous,résigniez,16,reviewed,
FR,résigner,Indicatif,Imparfait,ils (elles),résignaient,16,reviewed,
FR,résigner,Conditionnel,Conditionnel présent,je,résignerais,16,reviewed,
FR,résigner,Conditionnel,Conditionnel présent,tu,résignerais,16,reviewed,
FR,résigner,Conditionnel,Conditionnel présent,"il (elle, on)",résignerait,16,reviewed,
FR,résigner,Conditionnel,Conditionnel présent,nous,résignerions,16,reviewed,
FR,résigner,Conditionnel,Conditionnel présent,vous,résigneriez,16,reviewed,
FR,résigner,Conditionnel,Conditionnel présent,ils (elles),résigneraient,16,reviewed,
FR,résigner,Impératif,Impératif,je,-,16,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,résigner,Impératif,Impératif,tu,résigne,16,reviewed,
FR,résigner,Impératif,Impératif,"il (elle, on)",-,16,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,résigner,Impératif,Impératif,nous,résignons,16,reviewed,
FR,résigner,Impératif,Impératif,vous,résignez,16,reviewed,
FR,résigner,Impératif,Impératif,ils (elles),-,16,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,résigner,Subjonctif,Subjonctif présent,je,résigne,16,reviewed,
FR,résigner,Subjonctif,Subjonctif présent,tu,résignes,16,reviewed,
FR,résigner,Subjonctif,Subjonctif présent,"il (elle, on)",résigne,16,reviewed,
FR,résigner,Subjonctif,Subjonctif présent,nous,résignions,16,reviewed,
FR,résigner,Subjonctif,Subjonctif présent,vous,résigniez,16,reviewed,
FR,résigner,Subjonctif,Subjonctif présent,ils (elles),résignent,16,reviewed,
FR,résigner,Indicatif,Passé Simple,je,résignai,16,reviewed,
FR,résigner,Indicatif,Passé Simple,tu,résignas,16,reviewed,
