language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,pousser,Indicatif,Présent,je,pousse,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Présent,tu,pousses,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Présent,"il (elle, on)",pousse,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Présent,nous,poussons,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Présent,vous,poussez,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Présent,ils (elles),poussent,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Futur,je,pousserai,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Futur,tu,pousseras,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Futur,"il (elle, on)",poussera,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Futur,nous,pousserons,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Futur,vous,pousserez,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Futur,ils (elles),pousseront,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Passé composé,je,ai poussé,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Passé composé,tu,as poussé,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Passé composé,"il (elle, on)",a poussé,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Passé composé,nous,avons poussé,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Passé composé,vous,avez poussé,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Passé composé,ils (elles),ont poussé,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Imparfait,je,poussais,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Imparfait,tu,poussais,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Imparfait,"il (elle, on)",poussait,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Imparfait,nous,poussions,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Imparfait,vous,poussiez,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Indicatif,Imparfait,ils (elles),poussaient,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Conditionnel,Conditionnel présent,je,pousserais,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Conditionnel,Conditionnel présent,tu,pousserais,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Conditionnel,Conditionnel présent,"il (elle, on)",pousserait,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Conditionnel,Conditionnel présent,nous,pousserions,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Conditionnel,Conditionnel présent,vous,pousseriez,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Conditionnel,Conditionnel présent,ils (elles),pousseraient,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Impératif,Impératif,je,-,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,pousser,Impératif,Impératif,tu,pousse,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,pousser,Impératif,Impératif,"il (elle, on)",-,4,reviewed,repo-local legacy seed normalized into curated contract; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
