language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,employer,Indicatif,Présent,je,emploie,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Présent,tu,emploies,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Présent,"il (elle, on)",emploie,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Présent,nous,employons,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Présent,vous,employez,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Présent,ils (elles),emploient,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Futur,je,emploierai,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Futur,tu,emploieras,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Futur,"il (elle, on)",emploiera,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Futur,nous,emploierons,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Futur,vous,emploierez,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Futur,ils (elles),emploieront,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Passé composé,je,ai employé,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Passé composé,tu,as employé,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Passé composé,"il (elle, on)",a employé,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Passé composé,nous,avons employé,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Passé composé,vous,avez employé,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Passé composé,ils (elles),ont employé,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Imparfait,je,employais,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Imparfait,tu,employais,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Imparfait,"il (elle, on)",employait,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Imparfait,nous,employions,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Imparfait,vous,employiez,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Indicatif,Imparfait,ils (elles),employaient,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,employer,Conditionnel,Conditionnel présent,je,emploierais,6,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
