language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,abandonner,Indicatif,Présent,je,abandonne,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Présent,tu,abandonnes,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Présent,"il (elle, on)",abandonne,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Présent,nous,abandonnons,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Présent,vous,abandonnez,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Présent,ils (elles),abandonnent,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Futur,je,abandonnerai,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Futur,tu,abandonneras,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Futur,"il (elle, on)",abandonnera,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Futur,nous,abandonnerons,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Futur,vous,abandonnerez,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Futur,ils (elles),abandonneront,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Passé composé,je,ai abandonné,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Passé composé,tu,as abandonné,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Passé composé,"il (elle, on)",a abandonné,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Passé composé,nous,avons abandonné,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Passé composé,vous,avez abandonné,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Passé composé,ils (elles),ont abandonné,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Imparfait,je,abandonnais,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Imparfait,tu,abandonnais,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Imparfait,"il (elle, on)",abandonnait,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Imparfait,nous,abandonnions,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Imparfait,vous,abandonniez,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Indicatif,Imparfait,ils (elles),abandonnaient,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Conditionnel,Conditionnel présent,je,abandonnerais,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Conditionnel,Conditionnel présent,tu,abandonnerais,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Conditionnel,Conditionnel présent,"il (elle, on)",abandonnerait,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Conditionnel,Conditionnel présent,nous,abandonnerions,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Conditionnel,Conditionnel présent,vous,abandonneriez,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Conditionnel,Conditionnel présent,ils (elles),abandonneraient,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Impératif,Impératif,je,-,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,abandonner,Impératif,Impératif,tu,abandonne,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,abandonner,Impératif,Impératif,"il (elle, on)",-,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,abandonner,Impératif,Impératif,nous,abandonnons,5,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
