language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,se dépêcher,Indicatif,Présent,je,me dépêche,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Présent,tu,te dépêches,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Présent,"il (elle, on)",se dépêche,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Présent,nous,nous dépêchons,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Présent,vous,vous dépêchez,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Présent,ils (elles),se dépêchent,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Futur,je,me dépêcherai,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Futur,tu,te dépêcheras,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Futur,"il (elle, on)",se dépêchera,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Futur,nous,nous dépêcherons,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Futur,vous,vous dépêcherez,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Futur,ils (elles),se dépêcheront,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Passé composé,je,me suis dépêché(e),20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Passé composé,tu,t'es dépêché(e),20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Passé composé,"il (elle, on)",s'est dépêché(e),20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Passé composé,nous,nous sommes dépêché(e)s,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Passé composé,vous,vous êtes dépêché(e)(s),20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Passé composé,ils (elles),se sont dépêché(e)s,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Imparfait,je,me dépêchais,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Imparfait,tu,te dépêchais,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Imparfait,"il (elle, on)",se dépêchait,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Imparfait,nous,nous dépêchions,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Imparfait,vous,vous dépêchiez,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Imparfait,ils (elles),se dépêchaient,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Conditionnel,Conditionnel présent,je,me dépêcherais,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Conditionnel,Conditionnel présent,tu,te dépêcherais,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Conditionnel,Conditionnel présent,"il (elle, on)",se dépêcherait,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Conditionnel,Conditionnel présent,nous,nous dépêcherions,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Conditionnel,Conditionnel présent,vous,vous dépêcheriez,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Conditionnel,Conditionnel présent,ils (elles),se dépêcheraient,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Impératif,Impératif,je,-,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,se dépêcher,Impératif,Impératif,tu,dépêche-toi,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Impératif,Impératif,"il (elle, on)",-,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,se dépêcher,Impératif,Impératif,nous,dépêchons-nous,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Impératif,Impératif,vous,dépêchez-vous,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Impératif,Impératif,ils (elles),-,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,se dépêcher,Subjonctif,Subjonctif présent,je,me dépêche,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Subjonctif,Subjonctif présent,tu,te dépêches,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Subjonctif,Subjonctif présent,"il (elle, on)",se dépêche,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Subjonctif,Subjonctif présent,nous,nous dépêchions,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Subjonctif,Subjonctif présent,vous,vous dépêchiez,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Subjonctif,Subjonctif présent,ils (elles),se dépêchent,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Passé Simple,je,me dépêchai,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Passé Simple,tu,te dépêchas,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Passé Simple,"il (elle, on)",se dépêcha,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Passé Simple,nous,nous dépêchâmes,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
FR,se dépêcher,Indicatif,Passé Simple,vous,vous dépêchâtes,20,reviewed,pronominal paradigm manually normalized; imperative clitics and passé composé agreement curated; QA recommended
