language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,expliquer,Indicatif,Présent,je,explique,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Présent,tu,expliques,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Présent,"il (elle, on)",explique,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Présent,nous,expliquons,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Présent,vous,expliquez,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Présent,ils (elles),expliquent,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Futur,je,expliquerai,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Futur,tu,expliqueras,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Futur,"il (elle, on)",expliquera,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Futur,nous,expliquerons,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Futur,vous,expliquerez,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Futur,ils (elles),expliqueront,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Passé composé,je,ai expliqué,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Passé composé,tu,as expliqué,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Passé composé,"il (elle, on)",a expliqué,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Passé composé,nous,avons expliqué,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Passé composé,vous,avez expliqué,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Passé composé,ils (elles),ont expliqué,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Imparfait,je,expliquais,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,expliquer,Indicatif,Imparfait,tu,expliquais,2,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
