language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,gouverner,Indicatif,Présent,je,gouverne,18,reviewed,
FR,gouverner,Indicatif,Présent,tu,gouvernes,18,reviewed,
FR,gouverner,Indicatif,Présent,"il (elle, on)",gouverne,18,reviewed,
FR,gouverner,Indicatif,Présent,nous,gouvernons,18,reviewed,
FR,gouverner,Indicatif,Présent,vous,gouvernez,18,reviewed,
FR,gouverner,Indicatif,Présent,ils (elles),gouvernent,18,reviewed,
FR,gouverner,Indicatif,Futur,je,gouvernerai,18,reviewed,
FR,gouverner,Indicatif,Futur,tu,gouverneras,18,reviewed,
FR,gouverner,Indicatif,Futur,"il (elle, on)",gouvernera,18,reviewed,
FR,gouverner,Indicatif,Futur,nous,gouvernerons,18,reviewed,
FR,gouverner,Indicatif,Futur,vous,gouvernerez,18,reviewed,
FR,gouverner,Indicatif,Futur,ils (elles),gouverneront,18,reviewed,
FR,gouverner,Indicatif,Passé composé,je,ai gouverné,18,reviewed,
FR,gouverner,Indicatif,Passé composé,tu,as gouverné,18,reviewed,
FR,gouverner,Indicatif,Passé composé,"il (elle, on)",a gouverné,18,reviewed,
FR,gouverner,Indicatif,Passé composé,nous,avons gouverné,18,reviewed,
FR,gouverner,Indicatif,Passé composé,vous,avez gouverné,18,reviewed,
FR,gouverner,Indicatif,Passé composé,ils (elles),ont gouverné,18,reviewed,
FR,gouverner,Indicatif,Imparfait,je,gouvernais,18,reviewed,
FR,gouverner,Indicatif,Imparfait,tu,gouvernais,18,reviewed,
FR,gouverner,Indicatif,Imparfait,"il (elle, on)",gouvernait,18,reviewed,
FR,gouverner,Indicatif,Imparfait,nous,gouvernions,18,reviewed,
FR,gouverner,Indicatif,Imparfait,vous,gouverniez,18,reviewed,
FR,gouverner,Indicatif,Imparfait,ils (elles),gouvernaient,18,reviewed,
FR,gouverner,Conditionnel,Conditionnel présent,je,gouvernerais,18,reviewed,
FR,gouverner,Conditionnel,Conditionnel présent,tu,gouvernerais,18,reviewed,
FR,gouverner,Conditionnel,Conditionnel présent,"il (elle, on)",gouvernerait,18,reviewed,
