language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,contenter,Indicatif,Présent,je,contente,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Présent,tu,contentes,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Présent,"il (elle, on)",contente,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Présent,nous,contentons,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Présent,vous,contentez,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Présent,ils (elles),contentent,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Futur,je,contenterai,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Futur,tu,contenteras,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Futur,"il (elle, on)",contentera,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Futur,nous,contenterons,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Futur,vous,contenterez,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Futur,ils (elles),contenteront,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Passé composé,je,ai contenté,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Passé composé,tu,as contenté,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Passé composé,"il (elle, on)",a contenté,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Passé composé,nous,avons contenté,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Passé composé,vous,avez contenté,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Passé composé,ils (elles),ont contenté,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Imparfait,je,contentais,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Imparfait,tu,contentais,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,contenter,Indicatif,Imparfait,"il (elle, on)",contentait,9,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
