language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,débarquer,Indicatif,Présent,je,débarque,17,reviewed,
FR,débarquer,Indicatif,Présent,tu,débarques,17,reviewed,
FR,débarquer,Indicatif,Présent,"il (elle, on)",débarque,17,reviewed,
FR,débarquer,Indicatif,Présent,nous,débarquons,17,reviewed,
FR,débarquer,Indicatif,Présent,vous,débarquez,17,reviewed,
FR,débarquer,Indicatif,Présent,ils (elles),débarquent,17,reviewed,
FR,débarquer,Indicatif,Futur,je,débarquerai,17,reviewed,
FR,débarquer,Indicatif,Futur,tu,débarqueras,17,reviewed,
FR,débarquer,Indicatif,Futur,"il (elle, on)",débarquera,17,reviewed,
FR,débarquer,Indicatif,Futur,nous,débarquerons,17,reviewed,
FR,débarquer,Indicatif,Futur,vous,débarquerez,17,reviewed,
FR,débarquer,Indicatif,Futur,ils (elles),débarqueront,17,reviewed,
FR,débarquer,Indicatif,Passé composé,je,ai débarqué,17,reviewed,
FR,débarquer,Indicatif,Passé composé,tu,as débarqué,17,reviewed,
FR,débarquer,Indicatif,Passé composé,"il (elle, on)",a débarqué,17,reviewed,
FR,débarquer,Indicatif,Passé composé,nous,avons débarqué,17,reviewed,
FR,débarquer,Indicatif,Passé composé,vous,avez débarqué,17,reviewed,
FR,débarquer,Indicatif,Passé composé,ils (elles),ont débarqué,17,reviewed,
FR,débarquer,Indicatif,Imparfait,je,débarquais,17,reviewed,
FR,débarquer,Indicatif,Imparfait,tu,débarquais,17,reviewed,
FR,débarquer,Indicatif,Imparfait,"il (elle, on)",débarquait,17,reviewed,
FR,débarquer,Indicatif,Imparfait,nous,débarquions,17,reviewed,
FR,débarquer,Indicatif,Imparfait,vous,débarquiez,17,reviewed,
FR,débarquer,Indicatif,Imparfait,ils (elles),débarquaient,17,reviewed,
FR,débarquer,Conditionnel,Conditionnel présent,je,débarquerais,17,reviewed,
FR,débarquer,Conditionnel,Conditionnel présent,tu,débarquerais,17,reviewed,
FR,débarquer,Conditionnel,Conditionnel présent,"il (elle, on)",débarquerait,17,reviewed,
FR,débarquer,Conditionnel,Conditionnel présent,nous,débarquerions,17,reviewed,
FR,débarquer,Conditionnel,Conditionnel présent,vous,débarqueriez,17,reviewed,
FR,débarquer,Conditionnel,Conditionnel présent,ils (elles),débarqueraient,17,reviewed,
FR,débarquer,Impératif,Impératif,je,-,17,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,débarquer,Impératif,Impératif,tu,débarque,17,reviewed,
FR,débarquer,Impératif,Impératif,"il (elle, on)",-,17,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,débarquer,Impératif,Impératif,nous,débarquons,17,reviewed,
FR,débarquer,Impératif,Impératif,vous,débarquez,17,reviewed,
FR,débarquer,Impératif,Impératif,ils (elles),-,17,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,débarquer,Subjonctif,Subjonctif présent,je,débarque,17,reviewed,
FR,débarquer,Subjonctif,Subjonctif présent,tu,débarques,17,reviewed,
FR,débarquer,Subjonctif,Subjonctif présent,"il (elle, on)",débarque,17,reviewed,
FR,débarquer,Subjonctif,Subjonctif présent,nous,débarquions,17,reviewed,
