language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,descendre,Indicatif,Présent,je,descends,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Présent,tu,descends,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Présent,"il (elle, on)",descend,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Présent,nous,descendons,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Présent,vous,descendez,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Présent,ils (elles),descendent,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Futur,je,descendrai,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Futur,tu,descendras,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Futur,"il (elle, on)",descendra,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Futur,nous,descendrons,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Futur,vous,descendrez,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Futur,ils (elles),descendront,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Passé composé,je,suis descendu(e),3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Passé composé,tu,es descendu(e),3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Passé composé,"il (elle, on)",est descendu(e),3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Passé composé,nous,sommes descendu(e)s,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Passé composé,vous,êtes descendu(e)(s),3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Passé composé,ils (elles),sont descendu(e)s,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Imparfait,je,descendais,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Imparfait,tu,descendais,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Imparfait,"il (elle, on)",descendait,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Imparfait,nous,descendions,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Imparfait,vous,descendiez,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Indicatif,Imparfait,ils (elles),descendaient,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Conditionnel,Conditionnel présent,je,descendrais,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Conditionnel,Conditionnel présent,tu,descendrais,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Conditionnel,Conditionnel présent,"il (elle, on)",descendrait,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Conditionnel,Conditionnel présent,nous,descendrions,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Conditionnel,Conditionnel présent,vous,descendriez,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Conditionnel,Conditionnel présent,ils (elles),descendraient,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Impératif,Impératif,je,-,3,reviewed,irregular/compound paradigm patched manually; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,descendre,Impératif,Impératif,tu,descends,3,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,descendre,Impératif,Impératif,"il (elle, on)",-,3,reviewed,irregular/compound paradigm patched manually; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,descendre,Impératif,Impératif,nous,descendons,3,reviewed,irregular/compound paradigm patched manually; QA recommended
