language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,sembler,Indicatif,Présent,je,semble,15,reviewed,
FR,sembler,Indicatif,Présent,tu,sembles,15,reviewed,
FR,sembler,Indicatif,Présent,"il (elle, on)",semble,15,reviewed,
FR,sembler,Indicatif,Présent,nous,semblons,15,reviewed,
FR,sembler,Indicatif,Présent,vous,semblez,15,reviewed,
FR,sembler,Indicatif,Présent,ils (elles),semblent,15,reviewed,
FR,sembler,Indicatif,Futur,je,semblerai,15,reviewed,
FR,sembler,Indicatif,Futur,tu,sembleras,15,reviewed,
FR,sembler,Indicatif,Futur,"il (elle, on)",semblera,15,reviewed,
FR,sembler,Indicatif,Futur,nous,semblerons,15,reviewed,
FR,sembler,Indicatif,Futur,vous,semblerez,15,reviewed,
FR,sembler,Indicatif,Futur,ils (elles),sembleront,15,reviewed,
FR,sembler,Indicatif,Passé composé,je,ai semblé,15,reviewed,
FR,sembler,Indicatif,Passé composé,tu,as semblé,15,reviewed,
FR,sembler,Indicatif,Passé composé,"il (elle, on)",a semblé,15,reviewed,
FR,sembler,Indicatif,Passé composé,nous,avons semblé,15,reviewed,
FR,sembler,Indicatif,Passé composé,vous,avez semblé,15,reviewed,
FR,sembler,Indicatif,Passé composé,ils (elles),ont semblé,15,reviewed,
FR,sembler,Indicatif,Imparfait,je,semblais,15,reviewed,
FR,sembler,Indicatif,Imparfait,tu,semblais,15,reviewed,
FR,sembler,Indicatif,Imparfait,"il (elle, on)",semblait,15,reviewed,
FR,sembler,Indicatif,Imparfait,nous,semblions,15,reviewed,
FR,sembler,Indicatif,Imparfait,vous,sembliez,15,reviewed,
FR,sembler,Indicatif,Imparfait,ils (elles),semblaient,15,reviewed,
FR,sembler,Impératif,Impératif,je,-,15,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,sembler,Impératif,Impératif,tu,semble,15,reviewed,
FR,sembler,Impératif,Impératif,"il (elle, on)",-,15,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,sembler,Impératif,Impératif,nous,semblons,15,reviewed,
FR,sembler,Impératif,Impératif,vous,semblez,15,reviewed,
FR,sembler,Impératif,Impératif,ils (elles),-,15,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,sembler,Subjonctif,Subjonctif présent,je,semble,15,reviewed,
FR,sembler,Subjonctif,Subjonctif présent,tu,sembles,15,reviewed,
FR,sembler,Subjonctif,Subjonctif présent,"il (elle, on)",semble,15,reviewed,
FR,sembler,Subjonctif,Subjonctif présent,nous,semblions,15,reviewed,
FR,sembler,Subjonctif,Subjonctif présent,vous,sembliez,15,reviewed,
FR,sembler,Subjonctif,Subjonctif présent,ils (elles),semblent,15,reviewed,
FR,sembler,Conditionnel,Conditionnel présent,je,semblerais,15,reviewed,
FR,sembler,Indicatif,Passé Simple,je,semblai,15,reviewed,
