language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,plaisanter,Indicatif,Présent,je,plaisante,19,reviewed,
FR,plaisanter,Indicatif,Présent,tu,plaisantes,19,reviewed,
FR,plaisanter,Indicatif,Présent,"il (elle, on)",plaisante,19,reviewed,
FR,plaisanter,Indicatif,Présent,nous,plaisantons,19,reviewed,
FR,plaisanter,Indicatif,Présent,vous,plaisantez,19,reviewed,
FR,plaisanter,Indicatif,Présent,ils (elles),plaisantent,19,reviewed,
FR,plaisanter,Indicatif,Futur,je,plaisanterai,19,reviewed,
FR,plaisanter,Indicatif,Futur,tu,plaisanteras,19,reviewed,
FR,plaisanter,Indicatif,Futur,"il (elle, on)",plaisantera,19,reviewed,
FR,plaisanter,Indicatif,Futur,nous,plaisanterons,19,reviewed,
FR,plaisanter,Indicatif,Futur,vous,plaisanterez,19,reviewed,
FR,plaisanter,Indicatif,Futur,ils (elles),plaisanteront,19,reviewed,
FR,plaisanter,Indicatif,Passé composé,je,ai plaisanté,19,reviewed,
FR,plaisanter,Indicatif,Passé composé,tu,as plaisanté,19,reviewed,
FR,plaisanter,Indicatif,Passé composé,"il (elle, on)",a plaisanté,19,reviewed,
FR,plaisanter,Indicatif,Passé composé,nous,avons plaisanté,19,reviewed,
FR,plaisanter,Indicatif,Passé composé,vous,avez plaisanté,19,reviewed,
FR,plaisanter,Indicatif,Passé composé,ils (elles),ont plaisanté,19,reviewed,
FR,plaisanter,Indicatif,Imparfait,je,plaisantais,19,reviewed,
FR,plaisanter,Indicatif,Imparfait,tu,plaisantais,19,reviewed,
FR,plaisanter,Indicatif,Imparfait,"il (elle, on)",plaisantait,19,reviewed,
FR,plaisanter,Indicatif,Imparfait,nous,plaisantions,19,reviewed,
FR,plaisanter,Indicatif,Imparfait,vous,plaisantiez,19,reviewed,
FR,plaisanter,Indicatif,Imparfait,ils (elles),plaisantaient,19,reviewed,
FR,plaisanter,Conditionnel,Conditionnel présent,je,plaisanterais,19,reviewed,
FR,plaisanter,Conditionnel,Conditionnel présent,tu,plaisanterais,19,reviewed,
FR,plaisanter,Conditionnel,Conditionnel présent,"il (elle, on)",plaisanterait,19,reviewed,
FR,plaisanter,Conditionnel,Conditionnel présent,nous,plaisanterions,19,reviewed,
FR,plaisanter,Conditionnel,Conditionnel présent,vous,plaisanteriez,19,reviewed,
FR,plaisanter,Conditionnel,Conditionnel présent,ils (elles),plaisanteraient,19,reviewed,
FR,plaisanter,Impératif,Impératif,je,-,19,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,plaisanter,Impératif,Impératif,tu,plaisante,19,reviewed,
FR,plaisanter,Impératif,Impératif,"il (elle, on)",-,19,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,plaisanter,Impératif,Impératif,nous,plaisantons,19,reviewed,
