language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,intégrer,Indicatif,Présent,je,intègre,13,reviewed,
FR,intégrer,Indicatif,Présent,tu,intègres,13,reviewed,
FR,intégrer,Indicatif,Présent,"il (elle, on)",intègre,13,reviewed,
FR,intégrer,Indicatif,Présent,nous,intégrons,13,reviewed,
FR,intégrer,Indicatif,Présent,vous,intégrez,13,reviewed,
FR,intégrer,Indicatif,Présent,ils (elles),intègrent,13,reviewed,
FR,intégrer,Indicatif,Futur,je,intégrerai,13,reviewed,
FR,intégrer,Indicatif,Futur,tu,intégreras,13,reviewed,
FR,intégrer,Indicatif,Futur,"il (elle, on)",intégrera,13,reviewed,
FR,intégrer,Indicatif,Futur,nous,intégrerons,13,reviewed,
FR,intégrer,Indicatif,Futur,vous,intégrerez,13,reviewed,
FR,intégrer,Indicatif,Futur,ils (elles),intégreront,13,reviewed,
FR,intégrer,Indicatif,Passé composé,je,ai intégré,13,reviewed,
FR,intégrer,Indicatif,Passé composé,tu,as intégré,13,reviewed,
FR,intégrer,Indicatif,Passé composé,"il (elle, on)",a intégré,13,reviewed,
FR,intégrer,Indicatif,Passé composé,nous,avons intégré,13,reviewed,
FR,intégrer,Indicatif,Passé composé,vous,avez intégré,13,reviewed,
FR,intégrer,Indicatif,Passé composé,ils (elles),ont intégré,13,reviewed,
FR,intégrer,Indicatif,Imparfait,je,intégrais,13,reviewed,
FR,intégrer,Indicatif,Imparfait,tu,intégrais,13,reviewed,
FR,intégrer,Indicatif,Imparfait,"il (elle, on)",intégrait,13,reviewed,
FR,intégrer,Indicatif,Imparfait,nous,intégrions,13,reviewed,
FR,intégrer,Indicatif,Imparfait,vous,intégriez,13,reviewed,
FR,intégrer,Indicatif,Imparfait,ils (elles),intégraient,13,reviewed,
FR,intégrer,Conditionnel,Conditionnel présent,je,intégrerais,13,reviewed,
FR,intégrer,Conditionnel,Conditionnel présent,tu,intégrerais,13,reviewed,
FR,intégrer,Conditionnel,Conditionnel présent,"il (elle, on)",intégrerait,13,reviewed,
FR,intégrer,Conditionnel,Conditionnel présent,nous,intégrerions,13,reviewed,
FR,intégrer,Conditionnel,Conditionnel présent,vous,intégreriez,13,reviewed,
